Date ,Report Type ,Street ,Sub-Division
8/21/2005,CITIZEN REQUESTED ASSISTANCE ,LAKESIDE DRIVE ,GRAFTON
7/17/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,LAKESIDE DRIVE & BAILEY ROAD ,GRAFTON
7/17/2005,OBSTRUCTING JUSTICE ,LAKESIDE DRIVE & BAILEY ROAD ,GRAFTON
7/17/2005,REFUSE BLOOD/BREATH TEST ,LAKESIDE DRIVE & BAILEY ROAD ,GRAFTON
7/11/2005,"DAMAGE PROPERTY, PRIVATE ",LAKESIDE VILLAGE IN DENBIGH BLVD ,
10/1/2005,CITIZEN REQUESTED ASSISTANCE ,LAKEVIEW DRIVE ,PINEY POINT ESTATES
1/17/2005,IDENTITY FRAUD ,LAMBS CREEK DRIVE ,LAMBS CREEK ESTATES
9/19/2005,"LARCENY,FROM MOTOR VEHICLE ",LARCHWOOD ,EDGEHILL
4/4/2005,"BURGLARY, RESIDENTIAL ",LARKIN RUN ,LARKIN WOODS
4/24/2005,"LARCENY,FROM MOTOR VEHICLE ",LARKIN RUN ,LARKIN WOODS
1/18/2005,"ASSAULT, SIMPLE, DOMESTIC ",LAUREL PATH ROAD ,EDGEHILL
8/3/2005,TAKING INDECENT LIBERTIES WITH CHILD ,LEVELFIELD PARK ,GLEN LAUREL
1/15/2005,CITIZEN REQUESTED ASSISTANCE ,LINDSAY LANDING LANE ,GRAFTON
1/26/2005,CITIZEN REQUESTED ASSISTANCE ,LINDSAY LANDING LANE ,GRAFTON
5/25/2005,ANNOYING PHONE CALLS ,LINDSAY LANDING LANE ,GRAFTON
12/1/2005,"FRAUD, ALL OTHERS ",LINDSAY LANDING LANE ,GRAFTON
6/6/2005,"DAMAGE PROPERTY, PRIVATE ",LINK ROAD ,DARE
10/12/2005,CITIZEN REQUESTED ASSISTANCE ,LINK ROAD ,DARE
2/18/2005,CITIZEN REQUESTED ASSISTANCE ,LOBLOLLY DRIVE ,MARLBANK FARM
4/16/2005,TRESPASSING ,LOBLOLLY DRIVE ,MARLBANK FARM
7/27/2005,"BURGLARY, RESIDENTIAL ",LOBLOLLY DRIVE ,MARLBANK FARM
7/27/2005,CREDIT CARD FRAUD ,LOBLOLLY DRIVE ,MARLBANK FARM
7/27/2005,CREDIT CARD THEFT ,LOBLOLLY DRIVE ,MARLBANK FARM
11/9/2005,GRAND LARCENY ,LOBLOLLY DRIVE ,MARLBANK FARM
11/16/2005,CITIZEN REQUESTED ASSISTANCE ,LOBLOLLY DRIVE ,MARLBANK FARM
10/20/2005,GRAND LARCENY ,LONGWOOD CIRCLE ,LAKESIDE FOREST
1/1/2005,CITIZEN REQUESTED ASSISTANCE ,LOOKOUT POINT ,MARLBANK COVE
1/2/2005,CITIZEN REQUESTED ASSISTANCE ,LORNA DOONE DRIVE ,DEVONSHIRE
1/3/2005,THREATS TO BOMB OR DAMAGE BUILDING ,LORNA DOONE DRIVE ,DEVONSHIRE
1/4/2005,CITIZEN REQUESTED ASSISTANCE ,LORNA DOONE DRIVE ,DEVONSHIRE
1/4/2005,CITIZEN REQUESTED ASSISTANCE ,LORNA DOONE DRIVE ,DEVONSHIRE
2/15/2005,"BURGLARY, RESIDENTIAL ",LORNA DOONE DRIVE ,DEVONSHIRE
12/27/2005,CITIZEN REQUESTED ASSISTANCE ,LORNA DOONE DRIVE ,DEVONSHIRE
9/23/2005,RUNAWAY JUVENILE ,LOTZ DRIVE ,ACREE ACRES
9/30/2005,"FRAUD, ALL OTHERS ",LOTZ DRIVE ,ACREE ACRES
12/31/2005,DEAD ON ARRIVAL ,LYNNS WAY ,COOPERS LANDING
9/25/2005,"ASSAULT, SIMPLE, DOMESTIC ",MADISON COURT ,SETTLERS CROSSING
4/13/2005,"BURGLARY, RESIDENTIAL ",MALLARD LANE ,MARLBANK COVE
8/26/2005,MISSING PERSON ,MANCHESTER WAY ,WOOD TOWNE QUARTERS
4/4/2005,RUNAWAY JUVENILE ,MARL RAVINE ROAD ,MARLBANK FARM
4/18/2005,"BURGLARY, RESIDENTIAL ",MARL RAVINE ROAD ,MARLBANK FARM
4/18/2005,"DAMAGE PROPERTY, PRIVATE ",MARL RAVINE ROAD ,MARLBANK FARM
4/19/2005,"BURGLARY, RESIDENTIAL ",MARL RAVINE ROAD ,MARLBANK FARM
4/19/2005,"DAMAGE PROPERTY, PRIVATE ",MARL RAVINE ROAD ,MARLBANK FARM
4/19/2005,"DAMAGE PROPERTY, PRIVATE ",MARL RAVINE ROAD ,MARLBANK FARM
7/2/2005,"ASSAULT, SIMPLE, DOMESTIC ",MARL RAVINE ROAD ,MARLBANK FARM
2/9/2005,PASSING A STOPPED SCHOOL BUS ,MARLBANK DRIVE ,MARLBANK DRIVE
4/10/2005,PETIT LARCENY ,MARLBANK DRIVE ,MARLBANK DRIVE
8/3/2005,"DAMAGE PROPERTY, PRIVATE ",MARLBANK DRIVE ,MARLBANK DRIVE
8/3/2005,SHOOT OR THROW MISSILES AT OCCUPIED VEHICLES ,MARLBANK DRIVE ,MARLBANK DRIVE
11/27/2005,CITIZEN REQUESTED ASSISTANCE ,MARLBANK DRIVE ,MARLBANK DRIVE
6/27/2005,CITIZEN REQUESTED ASSISTANCE ,MEADOWFIELD ROAD ,EDGEHILL
7/28/2005,CITIZEN REQUESTED ASSISTANCE ,MEADOWFIELD ROAD ,EDGEHILL
9/15/2005,RUNAWAY JUVENILE ,MEADOWFIELD ROAD ,EDGEHILL
11/7/2005,"DAMAGE PROPERTY, PRIVATE ",MEADOWFIELD ROAD ,EDGEHILL
12/31/2005,"ASSAULT, SIMPLE, DOMESTIC ",MEADOWFIELD ROAD ,EDGEHILL
12/31/2005,CITIZEN REQUESTED ASSISTANCE ,MEADOWFIELD ROAD ,EDGEHILL
2/12/2005,CITIZEN REQUESTED ASSISTANCE ,MEADOWLAKE ROAD SUSAN NEWTON LANE ,EDGEHILL
12/5/2005,PETIT LARCENY ,MEADOWVIEW DRIVE ,MEADOWVIEW ANNEX
7/21/2005,"DAMAGE PROPERTY, PRIVATE ",MIDDLE ROAD ,DANDY
2/10/2005,ATTEMPTED SUICIDE ,MILL LANE ,HARWOOD MILL
7/12/2005,"ASSAULT, SIMPLE ",MILL LANE ,HARWOOD MILL
7/13/2005,MISSING PERSON ,MILL LANE ,HARWOOD MILL
7/15/2005,"FRAUD, ALL OTHERS ",MILL LANE ,HARWOOD MILL
8/18/2005,DRUNK IN PUBLIC ,MILL LANE ,HARWOOD MILL
8/18/2005,TRESPASSING ,MILL LANE ,HARWOOD MILL
8/18/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,MILL LANE ,HARWOOD MILL
10/25/2005,"LARCENY,FROM MOTOR VEHICLE ",MILL LANE ,HARWOOD MILL
10/25/2005,"LARCENY,FROM MOTOR VEHICLE ",MILL LANE ,HARWOOD MILL
1/29/2005,"ASSAULT, SIMPLE, DOMESTIC ",MILLSIDE WAY ,MILLSIDE
6/12/2005,"DAMAGE PROPERTY, PRIVATE ",MILLSIDE WAY ,MILLSIDE
6/19/2005,"ASSAULT, SIMPLE ",MONARCH GLADE ,GRAFTON WOODS
2/2/2005,"MANUF, SALE, POSS CONTROL SUBST -SCHED III,IV,V ",NELSON DISTRICT ROAD ,EDGEHILL
2/15/2005,OBSCENE/THREATENING PHONE CALL ,NELSON DISTRICT ROAD ,EDGEHILL
2/21/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",NELSON DISTRICT ROAD ,EDGEHILL
7/9/2005,CITIZEN REQUESTED ASSISTANCE ,NELSON DISTRICT ROAD ,EDGEHILL
4/14/2005,"FORGING, UTTERING ",NORTH CONSTITUTION DRIVE ,DARE PROFESSIONAL PARK
4/14/2005,GRAND LARCENY ,NORTH CONSTITUTION DRIVE ,DARE PROFESSIONAL PARK
7/31/2005,"DAMAGE PROPERTY, PRIVATE ",NORTH BEACH ROAD ,WATERVIEW
8/17/2005,POSSESSION OF MARIJUANA ,NORTH CONSTITUTION DRIVE ,DARE PROFESSIONAL PARK
11/24/2005,"ASSAULT, SIMPLE, DOMESTIC ",NORTH JOSHUAS WAY ,JACOBS SPRINGS
12/19/2005,CITIZEN REQUESTED ASSISTANCE ,NORTH JOSHUAS WAY ,JACOBS SPRINGS
5/13/2005,BRANDISHING FIREARM ,NORTH SCHOOL LANE ,HARWOOD HEIGHTS
10/24/2005,"LARCENY,FROM MOTOR VEHICLE ",NORTH SCHOOL LANE ,HARWOOD HEIGHTS
4/15/2005,CITIZEN REQUESTED ASSISTANCE ,OLD DARE ROAD ,DARE
10/17/2005,"BURGLARY, BUSINESS ",OLD DARE ROAD ,DARE
10/17/2005,"DAMAGE PROPERTY, BUSINESS ",OLD DARE ROAD ,DARE
10/19/2005,"DAMAGE PROPERTY, PUBLIC ",OLD DARE ROAD ,DARE
10/21/2005,"DAMAGE PROPERTY, PRIVATE ",OLD DARE ROAD ,DARE
10/21/2005,PETIT LARCENY ,OLD DARE ROAD ,DARE
3/18/2005,"ASSAULT, SIMPLE ",OLD DOMINION ROAD ,EDGEHILL
7/10/2005,"DAMAGE PROPERTY, PRIVATE ",OLD DOMINION ROAD ,EDGEHILL
8/18/2005,STALKING ,OLD DOMINION ROAD ,EDGEHILL
9/11/2005,ANNOYING PHONE CALLS ,OLD DOMINION ROAD ,EDGEHILL
9/11/2005,ANNOYING PHONE CALLS ,OLD DOMINION ROAD ,EDGEHILL
9/11/2005,CITIZEN REQUESTED ASSISTANCE ,OLD DOMINION ROAD ,EDGEHILL
9/15/2005,"DAMAGE PROPERTY, PRIVATE ",OLD DOMINION ROAD ,EDGEHILL
9/25/2005,CITIZEN REQUESTED ASSISTANCE ,OLD DOMINION ROAD ,EDGEHILL
11/29/2005,"DAMAGE PROPERTY, PRIVATE ",OLD DOMINION ROAD ,EDGEHILL
12/9/2005,"DAMAGE PROPERTY, PRIVATE ",OLD DOMINION ROAD ,EDGEHILL
4/21/2005,CITIZEN REQUESTED ASSISTANCE ,OLD LAKESIDE DRIVE ,GRAFTON
7/4/2005,CITIZEN REQUESTED ASSISTANCE ,OLD LAKESIDE DRIVE ,GRAFTON
7/5/2005,GRAND LARCENY ,OLD LAKESIDE DRIVE ,GRAFTON
1/6/2005,"DAMAGE PROPERTY, PRIVATE ",OLD LANDING ROAD ,MARLBANK FARM
2/27/2005,"DAMAGE PROPERTY, PRIVATE ",OLD LANDING ROAD ,MARLBANK FARM
3/5/2005,"DAMAGE PROPERTY, PRIVATE ",OLD LANDING ROAD ,MARLBANK FARM
4/30/2005,"DAMAGE PROPERTY, PRIVATE ",OLD LANDING ROAD ,MARLBANK FARM
7/1/2005,CREDIT CARD THEFT ,OLD LANDING ROAD ,MARLBANK FARM
7/16/2005,"BURGLARY, BUSINESS ",OLD LANDING ROAD ,MARLBANK FARM
7/16/2005,"DAMAGE PROPERTY, PRIVATE ",OLD LANDING ROAD ,MARLBANK FARM
7/16/2005,PETIT LARCENY ,OLD LANDING ROAD ,MARLBANK FARM
8/11/2005,CITIZEN REQUESTED ASSISTANCE ,OLD LANDING ROAD ,MARLBANK FARM
6/6/2005,MISSING PERSON ,OLD RAILWAY ROAD ,DARE
8/28/2005,"ASSAULT, SIMPLE, DOMESTIC ",OLD RAILWAY ROAD ,DARE
8/28/2005,ATTEMPTED SUICIDE ,OLD RAILWAY ROAD ,DARE
8/21/2005,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,LACKEY
1/23/2005,CITIZEN REQUESTED ASSISTANCE ,OLD WORMLEY CREEK ROAD ,SEAFORD
4/25/2005,CITIZEN REQUESTED ASSISTANCE ,OLD WORMLEY CREEK ROAD ,SEAFORD
5/30/2005,"ASSAULT, SIMPLE, DOMESTIC ",OLD WORMLEY CREEK ROAD ,SEAFORD
6/1/2005,POSSESSION OF MARIJUANA ,OLD WORMLEY CREEK ROAD ,SEAFORD
6/1/2005,VIOLATE PROTECTIVE ORDERS ,OLD WORMLEY CREEK ROAD ,SEAFORD
8/23/2005,"DAMAGE PROPERTY, BUSINESS ",OLD WORMLEY CREEK ROAD ,SEAFORD
8/23/2005,PETIT LARCENY ,OLD WORMLEY CREEK ROAD ,SEAFORD
10/6/2005,"DAMAGE PROPERTY, PRIVATE ",OLD WORMLEY CREEK ROAD ,SEAFORD
12/8/2005,ANNOYING PHONE CALLS ,OLD WORMLEY CREEK ROAD ,SEAFORD
4/22/2005,CITIZEN REQUESTED ASSISTANCE ,OSPREY PONT ,MARLBANK COVE
10/17/2005,CITIZEN REQUESTED ASSISTANCE ,PARADISE POINT ROAD ,VILLAGE GREEN
7/9/2005,GRAND LARCENY ,PATRICKS CREEK ROAD ,GRAFTON
9/25/2005,PETIT LARCENY ,PATRIOT SQUARE ,
8/19/2005,PETIT LARCENY ,PENNY LANE ,GLEN LAUREL
2/4/2005,CITIZEN REQUESTED ASSISTANCE ,PENRITH CROSSING ,SCOTCH TOM WOODS
6/10/2005,CITIZEN REQUESTED ASSISTANCE ,PENRITH CROSSING ,SCOTCH TOM WOODS
6/16/2005,CITIZEN REQUESTED ASSISTANCE ,PENRITH CROSSING ,SCOTCH TOM WOODS
1/24/2005,CITIZEN REQUESTED ASSISTANCE ,PICCADILLY LOOP ,GRAFTON STATION
2/16/2005,GRAND LARCENY ,PICCADILLY LOOP ,GRAFTON STATION
2/21/2005,"ASSAULT, SIMPLE, DOMESTIC ",PICCADILLY LOOP ,GRAFTON STATION
2/23/2005,CITIZEN REQUESTED ASSISTANCE ,PICCADILLY LOOP ,GRAFTON STATION
3/14/2005,"LARCENY,FROM MOTOR VEHICLE ",PICCADILLY LOOP ,GRAFTON STATION
3/14/2005,RUNAWAY JUVENILE ,PICCADILLY LOOP ,GRAFTON STATION
4/8/2005,DEAD ON ARRIVAL ,PICCADILLY LOOP ,GRAFTON STATION
4/10/2005,"LARCENY,FROM MOTOR VEHICLE ",PICCADILLY LOOP ,GRAFTON STATION
5/2/2005,"FRAUD, ALL OTHERS ",PICCADILLY LOOP ,GRAFTON STATION
5/26/2005,RUNAWAY JUVENILE ,PICCADILLY LOOP ,GRAFTON STATION
6/3/2005,MOTOR VEHICLE THEFT ,PICCADILLY LOOP ,GRAFTON STATION
6/4/2005,RUNAWAY JUVENILE ,PICCADILLY LOOP ,GRAFTON STATION
6/7/2005,CITIZEN REQUESTED ASSISTANCE ,PICCADILLY LOOP ,GRAFTON STATION
6/17/2005,"DAMAGE PROPERTY, PRIVATE ",PICCADILLY LOOP ,GRAFTON STATION
8/28/2005,"ASSAULT, SIMPLE, DOMESTIC ",PICCADILLY LOOP ,GRAFTON STATION
8/28/2005,DRUNK IN PUBLIC ,PICCADILLY LOOP ,GRAFTON STATION
10/5/2005,"DAMAGE PROPERTY, PRIVATE ",PICCADILLY LOOP ,GRAFTON STATION
10/12/2005,GRAND LARCENY ,PICCADILLY LOOP ,GRAFTON STATION
10/24/2005,"ASSAULT, SIMPLE, DOMESTIC ",PICCADILLY LOOP ,GRAFTON STATION
12/14/2005,CITIZEN REQUESTED ASSISTANCE ,PICCADILLY LOOP ,GRAFTON STATION
12/28/2005,TRESPASSING ,PICCADILLY LOOP ,GRAFTON STATION
1/13/2005,"DAMAGE PROPERTY, PRIVATE ",PINEY POINT ROAD ,PINEY POINT ESTATES
3/13/2005,CITIZEN REQUESTED ASSISTANCE ,PINEY POINT ROAD ,PINEY POINT ESTATES
5/19/2005,POSSESSION OF MARIJUANA ,PIONEER LANE ,EDGEHILL
5/19/2005,CITIZEN REQUESTED ASSISTANCE ,PIONEER LANE AND ASPEN BOULEVARD ,EDGEHILL
10/24/2005,CITIZEN REQUESTED ASSISTANCE ,POND VIEW ,RAINBROOK VILLAS
2/9/2005,"ASSAULT, SIMPLE ",PREAMBLE LANE ,GRAFTON STATION
2/10/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
4/22/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
6/26/2005,OBSCENE/THREATENING PHONE CALL ,PREAMBLE LANE ,GRAFTON STATION
6/28/2005,MOTOR VEHICLE THEFT ,PREAMBLE LANE ,GRAFTON STATION
7/22/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
7/22/2005,"LARCENY,FROM MOTOR VEHICLE ",PREAMBLE LANE ,GRAFTON STATION
8/12/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
8/12/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
8/12/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
9/16/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
9/22/2005,CITIZEN REQUESTED ASSISTANCE ,PREAMBLE LANE ,GRAFTON STATION
9/25/2005,"DAMAGE PROPERTY, PRIVATE ",PREAMBLE LANE ,GRAFTON STATION
10/1/2005,DISORDERLY CONDUCT ,PREAMBLE LANE ,GRAFTON STATION
10/8/2005,CITIZEN REQUESTED ASSISTANCE ,PREAMBLE LANE ,GRAFTON STATION
10/15/2005,CITIZEN REQUESTED ASSISTANCE ,PREAMBLE LANE ,GRAFTON STATION
11/16/2005,"BURGLARY, RESIDENTIAL ",PREAMBLE LANE ,GRAFTON STATION
11/17/2005,RUNAWAY JUVENILE ,PREAMBLE LANE ,GRAFTON STATION
12/6/2005,CITIZEN REQUESTED ASSISTANCE ,PREAMBLE LANE ,GRAFTON STATION
12/17/2005,CITIZEN REQUESTED ASSISTANCE ,PREAMBLE LANE ,GRAFTON STATION
12/20/2005,SEXUAL BATTERY ,PREAMBLE LANE ,GRAFTON STATION
5/27/2005,RUNAWAY JUVENILE ,PRODUCTION DRIVE ,BETHEL INDUSTRIAL PARK
8/17/2005,CITIZEN REQUESTED ASSISTANCE ,QUAIL ROAD ,QUAIL HOLLOW
9/8/2005,"ASSAULT, SIMPLE ",QUAIL ROAD ,QUAIL HOLLOW
10/19/2005,OBSCENE/THREATENING PHONE CALL ,QUAIL ROAD ,QUAIL HOLLOW
12/29/2005,DRUNK IN PUBLIC ,QUAIL ROAD ,QUAIL HOLLOW
1/2/2005,CITIZEN REQUESTED ASSISTANCE ,QUEST COURT ,PROSPECT PARK
4/9/2005,CITIZEN REQUESTED ASSISTANCE ,QUEST COURT ,PROSPECT PARK
6/19/2005,CITIZEN REQUESTED ASSISTANCE ,QUEST COURT ,PROSPECT PARK
8/31/2005,"DAMAGE PROPERTY, PRIVATE ",QUEST COURT ,PROSPECT PARK
9/3/2005,"DAMAGE PROPERTY, PRIVATE ",QUEST COURT ,PROSPECT PARK
10/30/2005,ANNOYING PHONE CALLS ,QUEST COURT ,PROSPECT PARK
4/2/2005,"ASSAULT, SIMPLE, DOMESTIC ",RAILWAY ROAD ,DARE
5/23/2005,"BURGLARY, RESIDENTIAL ",RAILWAY ROAD ,DARE
5/28/2005,POSSESSION OF MARIJUANA ,RAILWAY ROAD ,DARE
5/29/2005,"DAMAGE PROPERTY, PRIVATE ",RAILWAY ROAD ,DARE
5/29/2005,TRESPASSING ,RAILWAY ROAD ,DARE
9/7/2005,BAD CHECKS ,RAILWAY ROAD ,DARE
2/12/2005,CITIZEN REQUESTED ASSISTANCE ,RAINBROOK WAY ,RAINBROOK VILLAS
6/6/2005,FAILURE TO PERFORM CONSTRUCTION AFTER ADVANCE ,RANDOLPH STREET ,SETTLERS CROSSING
3/1/2005,"BURGLARY, BUSINESS ",REDOUBT ROAD ,VICTORY INDUSTRIAL PARK
3/1/2005,"DAMAGE PROPERTY, PRIVATE ",REDOUBT ROAD ,VICTORY INDUSTRIAL PARK
4/20/2005,EMBEZZLEMENT >=$200 ,REDOUBT ROAD ,VICTORY INDUSTRIAL PARK
3/13/2005,"ASSAULT, SIMPLE ",RESOLUTION DRIVE ,YORK CROSSING
8/21/2005,"ASSAULT, SIMPLE ",RESOLUTION DRIVE ,YORK CROSSING
8/21/2005,"DAMAGE PROPERTY, PRIVATE ",RESOLUTION DRIVE ,YORK CROSSING
11/2/2005,"ASSAULT, SIMPLE, DOMESTIC ",RESOLUTION DRIVE ,YORK CROSSING
11/25/2005,CITIZEN REQUESTED ASSISTANCE ,RESOLUTION DRIVE ,YORK CROSSING
11/28/2005,"DAMAGE PROPERTY, PRIVATE ","RESOLUTION DRIVE, 50` WEST OF ",YORK CROSSING
5/5/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",RICHNECK ROAD ,DENBIGH EAST
1/21/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",RICHNECK ROAD & FORT EUSTIS BOULEVARD ,DENBIGH EAST
8/8/2005,"DAMAGE PROPERTY, PRIVATE ",RICHNECK ROAD & FORT EUSTIS BOULEVARD ,DENBIGH EAST
9/5/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,RICHNECK ROAD & NEWPORT NEWS LINE ,DENBIGH EAST
3/25/2005,"BURGLARY, RESIDENTIAL ",RIVERSIDE DRIVE ,MEADOWBROOK PARK
4/3/2005,"DAMAGE PROPERTY, PRIVATE ",RIVERSIDE DRIVE ,MEADOWBROOK PARK
7/22/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",RIVERSIDE DRIVE ,MEADOWBROOK PARK
4/22/2005,CITIZEN REQUESTED ASSISTANCE ,ROBANNA DRIVE ,ROBANNA SHORES
10/29/2005,SEXUAL BATTERY ,ROCKY ROAD ,HORNSBYVILLE
3/13/2005,TAMPERING WITH US MAIL ,ROLLINS WAY ,WILLOW LAKES
3/26/2005,TAMPERING WITH US MAIL ,ROLLINS WAY ,WILLOW LAKES
8/4/2005,ANNOYING PHONE CALLS ,ROLLINS WAY ,WILLOW LAKES
4/4/2005,"DAMAGE PROPERTY, PRIVATE ",ROSEWOOD LANE ,ROSEWOOD PLACE
11/25/2005,"DAMAGE PROPERTY, PRIVATE ",RUNAWAY LANE ,
2/12/2005,"ASSAULT, SIMPLE, DOMESTIC ",RUNNING CEDAR COURT ,
4/15/2005,CITIZEN REQUESTED ASSISTANCE ,RUNNING CEDAR COURT ,
4/21/2005,"ASSAULT, SIMPLE, DOMESTIC ",RUNNING CEDAR COURT ,
8/13/2005,"ASSAULT, SIMPLE ",RUNNING CEDAR COURT ,
9/1/2005,CITIZEN REQUESTED ASSISTANCE ,RUNNING CEDAR COURT ,
6/9/2005,"ASSAULT, SIMPLE, DOMESTIC ",RUSTLING OAK RIDGE ,
12/3/2005,CITIZEN REQUESTED ASSISTANCE ,RUSTLING OAK RIDGE ,
3/7/2005,"DAMAGE PROPERTY, PRIVATE ",SANDBOX LANE ,
3/7/2005,PETIT LARCENY ,SANDBOX LANE ,
3/7/2005,TRESPASSING ,SANDBOX LANE ,
12/15/2005,ABDUCTION & KIDNAPPING ,SAWGRASS TURN ,
12/15/2005,"ASSAULT, SIMPLE, DOMESTIC ",SAWGRASS TURN ,
3/6/2005,"DAMAGE PROPERTY, PRIVATE ",SCOTCH TOM WAY ,
9/23/2005,CITIZEN REQUESTED ASSISTANCE ,SCOTCH TOM WAY ,
1/15/2005,PETIT LARCENY ,SEAFORD ROAD ,
2/19/2005,PETIT LARCENY ,SEAFORD ROAD ,
3/19/2005,"ASSAULT, SIMPLE, DOMESTIC ",SEAFORD ROAD ,
4/11/2005,TRESPASS ON CHURCH OR SCHOOL PROPERTY ,SEAFORD ROAD ,
5/8/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
5/9/2005,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,
6/4/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
6/5/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
7/3/2005,"ASSAULT, SIMPLE, DOMESTIC ",SEAFORD ROAD ,
7/7/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
7/8/2005,"ASSAULT, SIMPLE ",SEAFORD ROAD ,
7/8/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
7/12/2005,"DAMAGE PROPERTY, PRIVATE ",SEAFORD ROAD ,
7/29/2005,GRAND LARCENY ,SEAFORD ROAD ,
8/1/2005,"BURGLARY, BUSINESS ",SEAFORD ROAD ,
8/1/2005,POSSESSION OF BURGLARY TOOLS ,SEAFORD ROAD ,
8/1/2005,TRESPASS ON CHURCH OR SCHOOL PROPERTY ,SEAFORD ROAD ,
8/18/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
8/19/2005,"ASSAULT, SIMPLE ",SEAFORD ROAD ,
9/5/2005,"ASSAULT, SIMPLE ",SEAFORD ROAD ,
9/16/2005,"LARCENY,FROM MOTOR VEHICLE ",SEAFORD ROAD ,
11/8/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD ,
11/16/2005,GRAND LARCENY ,SEAFORD ROAD ,
12/7/2005,IDENTITY FRAUD ,SEAFORD ROAD ,
1/28/2005,POSSESSION OF MARIJUANA ,SEAFORD ROAD & GOODWIN NECK ROAD ,
1/15/2005,CITIZEN REQUESTED ASSISTANCE ,SEAFORD ROAD AND ROBANNA DRIVE ,
1/21/2005,CITIZEN REQUESTED ASSISTANCE ,SEIGE LANE ,
6/10/2005,CITIZEN REQUESTED ASSISTANCE ,SEIGE LANE ,
10/17/2005,CITIZEN REQUESTED ASSISTANCE ,SEIGE LANE ,
8/17/2005,PETIT LARCENY ,SENTRY CIRCLE ,
4/10/2005,"BURGLARY, RESIDENTIAL ",SHIRLEY ROAD ,
8/24/2005,CITIZEN REQUESTED ASSISTANCE ,SHIRLEY ROAD ,
9/7/2005,TRESPASSING ,SHIRLEY ROAD ,
10/9/2005,CITIZEN REQUESTED ASSISTANCE ,SHIRLEY ROAD ,
3/29/2005,"DAMAGE PROPERTY, PRIVATE ",SHOWALTER ROAD ,
6/25/2005,CITIZEN REQUESTED ASSISTANCE ,SHOWALTER ROAD ,
8/6/2005,"ASSAULT, SIMPLE, DOMESTIC ",SHOWALTER ROAD ,
10/7/2005,DISCHARGE FIREARM IN PUBLIC PLACE ,SHOWALTER ROAD ,
12/4/2005,CITIZEN REQUESTED ASSISTANCE ,SHOWALTER ROAD ,
1/6/2005,ABUSE AND NEGLECT OF CHILDREN ,SIEGE LANE ,
5/27/2005,"BURGLARY, RESIDENTIAL ",SIMMONS DRIVE ,
2/26/2005,"ASSAULT, SIMPLE, DOMESTIC ",SIR JOHN WAY ,
3/18/2005,CITIZEN REQUESTED ASSISTANCE ,SIR JOHN WAY ,
3/30/2005,"DAMAGE PROPERTY, PRIVATE ",SIR JOHN WAY ,
1/22/2005,"ASSAULT, SIMPLE, DOMESTIC ",SOLEBAY STREET ,
1/22/2005,"DAMAGE PROPERTY, PRIVATE ",SOLEBAY STREET ,
6/13/2005,"FRAUD, ALL OTHERS ",SOLEBAY STREET ,
12/15/2005,PETIT LARCENY ,SOLEBAY STREET ,
2/25/2005,CITIZEN REQUESTED ASSISTANCE ,SOUTH MAPLE ROAD ,KENTUCKY FARMS
3/6/2005,CITIZEN REQUESTED ASSISTANCE ,SOUTH MAPLE ROAD ,KENTUCKY FARMS
3/23/2005,CITIZEN REQUESTED ASSISTANCE ,SOUTH MAPLE ROAD ,KENTUCKY FARMS
6/11/2005,CITIZEN REQUESTED ASSISTANCE ,SOUTH MAPLE ROAD ,KENTUCKY FARMS
12/11/2005,"ASSAULT, SIMPLE ",SOUTH MAPLE ROAD ,KENTUCKY FARMS
4/29/2005,CITIZEN REQUESTED ASSISTANCE ,SOUTH MARGARET COURT ,
