STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
AL,"REMOVAL TOOL,BEARIN",5120004713291,1,216.30, $ 216.30 ,20111019
AL,"SHOES,RUNNING,WOMEN",8435014463150,1,44.39, $ 44.39 ,20111019
AL,"SHOES,RUNNING,WOMEN",8435014463152,1,44.39, $ 44.39 ,20111019
AL,"SLEEVE,WELDER'S    ",8415001640513,2,27.85, $ 55.70 ,20111019
AL,TORCH OUTFIT OXYHYD,3433015933724,1,854.00, $ 854.00 ,20111019
AL,"ENVELOPE,MAILING   ",7530002866970,14,10.01, $ 140.14 ,20111019
AL,"ENVELOPE,MAILING   ",7530010427400,2,20.08, $ 40.16 ,20111019
AL,"TOOL KIT,ROTOR BOLT",5180014874512,1,14434.79," $ 14,434.79 ",20111019
AL,"HAMMER,HAND        ",5120009006098,1,39.67, $ 39.67 ,20111019
AL,"LADDER,EXTENSION   ",5440000013982,1,296.54, $ 296.54 ,20111019
AL,"POWER STRIP,ELECTRI",6150014428586,3,132.20, $ 396.60 ,20111019
AL,"SOCKET,SOCKET WRENC",5120014256329,2,119.00, $ 238.00 ,20111019
AL,TOOL BOXES,514000TOOLBOX,5,50.00, $ 250.00 ,20111019
AL,"VISE,BENCH AND PIPE",5120002231951,1,613.24, $ 613.24 ,20111019
AL,"WRENCH,PIPE        ",5120002771462,5,42.61, $ 213.05 ,20111019
AL,BENCH  ADJUSTABLE,783000PRECGYM,1,450.00, $ 450.00 ,20111019
AL,BENCH  DECLINE,783000PRECGYM,1,1100.00," $ 1,100.00 ",20111019
AL,BENCH  DECLINE W WEIGHT STORA,783000PRECGYM,1,1600.00," $ 1,600.00 ",20111019
AL,"CABINET,STORAGE    ",7125010442590,1,470.74, $ 470.74 ,20111019
AL,"CASE,FIELD FIRST AI",8465009356814,4,3.01, $ 12.04 ,20111019
AL,CHAPLAIN'S KIT     ,9925013053411,1,349.54, $ 349.54 ,20111019
AL,"PUMP UNIT,CENTRIFUG",4320007529466,1,2120.00," $ 2,120.00 ",20111019
AL,"VEST,COOLING       ",8415015348878,4,113.92, $ 455.68 ,20111019
AL,"VEST,TACTICAL LOAD ",8415012968878,1,48.68, $ 48.68 ,20111019
AL,"WRENCH,TORQUE      ",5120010420982,2,112.56, $ 225.12 ,20111019
AL,"GENERATOR SET,DIESE",6115012561059,3,1325.00," $ 3,975.00 ",20111019
AL,TENT               ,8340011852613,1,6842.46," $ 6,842.46 ",20111019
AL,TOOL BOXES,514000TOOLBOX,3,50.00, $ 150.00 ,20111019
AL,"BOOTS,SAFETY,MEN'S ",8430011052396,4,54.91, $ 219.64 ,20111019
AL,CART GOLF,2340P00X11873,1,3000.00," $ 3,000.00 ",20111019
AL,GENERATOR SET GASOL,6115011028148,1,4059.53," $ 4,059.53 ",20111019
AL,"HAMMER-BRUSH,WELDER",5120002403096,5,20.18, $ 100.90 ,20111019
AL,"HANDLE,SOCKET WRENC",5120002491076,2,95.57, $ 191.14 ,20111019
AL,"HANDLE,SOCKET WRENC",5120013551909,4,56.11, $ 224.44 ,20111019
AL,"HOIST,CHAIN        ",3950009650103,1,335.08, $ 335.08 ,20111019
AL,"JUMPER CABLE,BATTER",6150004511403,10,34.25, $ 342.50 ,20111019
AL,NAIL               ,5315010049115,5,31.50, $ 157.50 ,20111019
AL,"POWER STRIP,ELECTRI",6150014428586,7,137.56, $ 962.92 ,20111019
AL,"SHOP EQUIPMENT,GENE",4940013789105,1,2602.16," $ 2,602.16 ",20111019
AL,SOCKET SET 1 2 INCH DRIVE 6PT,513000SOCKETS,4,74.62, $ 298.48 ,20111019
AL,SOCKET SET SOCKET W,5130011159170,2,83.49, $ 166.98 ,20111019
AL,TOOL KIT GENERAL ME,5180014779080,10,2533.82," $ 25,338.20 ",20111019
AL,"TORCH,WELDING,GAS S",3431015087033,10,132.60," $ 1,326.00 ",20111019
AL,TORK BAR SET,5130011186263,4,85.00, $ 340.00 ,20111019
AL,UNIT  PLASMA CUTTING,3433DSPLASMA,2,2029.36," $ 4,058.72 ",20111019
AL,"WRENCH SET,BOX     ",5120009257386,1,3117.52," $ 3,117.52 ",20111019
AL,WRENCH  IMPACT  C SPLINE,513000IMPACTS,4,95.00, $ 380.00 ,20111019
AL,SEARCHLIGHT        ,6230011056580,10,5446.00," $ 54,460.00 ",20111019
AL,BAG,8105013075454,5,501.72," $ 2,508.60 ",20111019
AL,"PLASTIC MATERIAL,CE",9330014236475,1,176.93, $ 176.93 ,20111019
AL,"SCREW,WOOD         ",5305001801664,4,73.81, $ 295.24 ,20111019
AL,BAG DEMOLITION EQUI,1375002124597,20,15.66, $ 313.20 ,20111020
AL,"TRAILER,CARGO      ",2330011024697,1,3894.00," $ 3,894.00 ",20111020
AL,COLOR COMPUTER PROJECTOR,702500COLORCO,1,600.00, $ 600.00 ,20111020
AL,LASER PRITNER,702500LASERPR,1,500.00, $ 500.00 ,20111020
AL,MONITOR,702500MONITOR,1,4200.00," $ 4,200.00 ",20111020
AL,MONITORS,702500MONITOR,2,300.00, $ 600.00 ,20111020
AL,MULTIMEDIA MONITOR,702500MULTIME,1,1000.00," $ 1,000.00 ",20111020
AL,43100A DEFIBRILLATOR,6515DSDEFIBRI,1,8699.79," $ 8,699.79 ",20111020
AL,NAIL               ,5315002339405,243,1.04, $ 252.72 ,20111020
AL,"PLASTIC MATERIAL,CE",9330014240913,1,58.42, $ 58.42 ,20111020
AL,"REPAIR KIT,MOUTH PI",4220011707158,11,465.53," $ 5,120.83 ",20111020
AL,"REPAIR KIT,O-RING  ",4220011707155,100,40.36," $ 4,036.00 ",20111020
AL,"BAG,CLOTHING       ",8465002616909,20,17.99, $ 359.80 ,20111021
AL,"KIT,ADAPTOR,TOP SLI",1005004061570,50,4.82, $ 241.00 ,20111021
AL,"WRENCH,TORQUE      ",5120002217983,3,244.89, $ 734.67 ,20111021
AL,"GENERATOR SET,DIESE",6115014492108,1,4491.00," $ 4,491.00 ",20111021
AL,TAPE MEASURING,5210002432878,1,170.39, $ 170.39 ,20111021
AL,DESKTOP TOWER COMPUTER,702100DESKTOP,1,3296.00," $ 3,296.00 ",20111021
AL,SAW CIRCULAR PORTAB,5130008898991,1,712.48, $ 712.48 ,20111021
AL,"LINER,WET WEATHER P",8405008893683,10,35.55, $ 355.50 ,20111021
AL,MODULAR SLEEP SYSTE,8465014456274,10,252.32," $ 2,523.20 ",20111021
AL,"SHOP EQUIPMENT,AUTO",4910007540653,1,8667.00," $ 8,667.00 ",20111021
AL,TV STAND,721000TVSTAND,1,100.00, $ 100.00 ,20111021
AL,"COMPRESSOR UNIT,CEN",4310010466902,1,2738.00," $ 2,738.00 ",20111021
AL,MISC TOOLS,512000MISCTOO,1,3500.00," $ 3,500.00 ",20111021
AL,CLEANER STEAM PRESS,4940121844203,1,9830.35," $ 9,830.35 ",20111021
AL,"BRUSH,CLEANING,SMAL",1005007162132,94,4.92, $ 462.48 ,20111021
AL,"TIP,ELECTRIC SOLDER",3439013960276,2,29.89, $ 59.78 ,20111021
AL,BAG DEMOLITION EQUI,1375002124597,20,15.66, $ 313.20 ,20111021
AL,"CARRIER,INTRENCHING",8465015248407,23,17.93, $ 412.39 ,20111021
AL,AIR CONDITIONER,4120009054246,15,801.73," $ 12,025.95 ",20111021
AL,"CHARGER,BATTERY    ",6130010804595,3,398.55," $ 1,195.65 ",20111021
AL,"SLING,ENDLESS      ",3940011182810,3,25.45, $ 76.35 ,20111021
AL,FIBER ROPE ASSEMBLY,4020014688331,2,57.49, $ 114.98 ,20111021
AL,"FLOODLIGHT,ELECTRIC",6220009400625,3,18.31, $ 54.93 ,20111021
AL,"LIGHT,FLOOR        ",6530012835169,1,93.91, $ 93.91 ,20111021
AL,"FLOODLIGHT,ELECTRIC",6220004041750,2,18.42, $ 36.84 ,20111022
AL,"PARTS KIT,SEAT,VEHI",2540014087049,1,778.00, $ 778.00 ,20111024
AL,"HOOK KNIFE,RESCUE  ",4240015439618,20,17.34, $ 346.80 ,20111025
AL,4K DIESEL FORKLIFT,393000L009879,1,20969.00," $ 20,969.00 ",20111025
AL,HYDRATION SYSTEM   ,8465014652131,4,19.33, $ 77.32 ,20111025
AL,"DRESSING,FIRST AID,",6510001594883,100,3.51, $ 351.00 ,20111025
AL,"CASE,OPTICAL INSTRU",1240011240341,2,162.00, $ 324.00 ,20111025
AL,"FILE,ROTARY        ",3455001686522,5,25.83, $ 129.15 ,20111025
AL,"FILE,ROTARY        ",3455005164369,13,13.52, $ 175.76 ,20111025
AL,"TINSEL,EXIT        ",6740011046662,1,36.03, $ 36.03 ,20111025
AL,"SCREWDRIVER,OFFSET ",5120002872129,1,3.39, $ 3.39 ,20111025
AL,"CASE,MEDICAL INSTRU",6545010946142,14,8.52, $ 119.28 ,20111025
AL,"SCREWDRIVER,RATCHET",5120002217097,1,64.29, $ 64.29 ,20111025
AL,LIGHT SET TRAILER MNTD 6KW,2330OOLIGHTSE,2,10000.00," $ 20,000.00 ",20111026
AL,GENERATOR SET GASOL,6115004248924,1,580.96, $ 580.96 ,20111026
AL,UTILITY TRUCK BOSS,231000GATOR,1,6015.00," $ 6,015.00 ",20111026
AL,AXE PICK HEAD,5110AXEPICKHD,4,1.00, $ 4.00 ,20111027
AL,"SHOVEL,HAND        ",5120002933336,3,17.74, $ 53.22 ,20111027
AL,MEASURING WHEEL,660500MESWHEE,1,60.00, $ 60.00 ,20111027
AL,MEDICAL EQUIPMENT S,6545015346129,4,32347.61," $ 129,390.44 ",20111027
AL,MICROSCOPE OPTICAL,6650005397298,1,1050.00," $ 1,050.00 ",20111027
AL,"VEST,TACTICAL LOAD ",8415012968878,10,48.68, $ 486.80 ,20111027
AL,"TAPE,REFLECTIVE    ",9390009483262,3,93.42, $ 280.26 ,20111027
AL,"REFLECTOR SET,HIGHW",9905001489546,1,14.01, $ 14.01 ,20111027
AL,"REFLECTOR SET,HIGHW",9905005348376,2,10.98, $ 21.96 ,20111027
AL,"FACESHIELD,MILITARY",4240011826406,5,38.96, $ 194.80 ,20111027
AL,"LINER,WET WEATHER P",8405008893683,15,35.55, $ 533.25 ,20111027
AL,"BELT,INDIVIDUAL EQU",8465013221966,22,11.53, $ 253.66 ,20111027
AL,"CARRIER,INTRENCHING",8465015248407,15,17.93, $ 268.95 ,20111027
AL,"CASE,FIELD FIRST AI",8465009356814,25,3.01, $ 75.25 ,20111027
AL,"PACK,PATROL,COMBAT ",8465012878128,22,33.16, $ 729.52 ,20111027
AL,"SUSPENDERS,TROUSERS",8440002210852,20,5.04, $ 100.80 ,20111027
AL,HAMMER WITH FASTENER KIT,5130PCS9HAMMM,4,100.00, $ 400.00 ,20111027
AL,"TRUCK,LIFT,HAND    ",3920010353688,1,349.56, $ 349.56 ,20111027
AL,WELDER,343100WELDER,1,300.00, $ 300.00 ,20111027
AL,AIR COMPRESSOR,491001Z050060,1,1775.42," $ 1,775.42 ",20111027
AL,"COMPRESSOR UNIT,REC",4310013659013,1,1072.00," $ 1,072.00 ",20111027
AL,VACUUM CLEANER,791000VACUUM,1,80.00, $ 80.00 ,20111027
AL,VACUUM CLEANER,791000Q517129,1,1990.00," $ 1,990.00 ",20111027
AL,"TRUCK,LIFT,FORK    ",3930013832942,1,15008.00," $ 15,008.00 ",20111027
AL,"TOOL KIT,GENERAL ME",5180001777033,2,1075.24," $ 2,150.48 ",20111027
AL,HOIST CHAIN HAND OPERATED,359000HOISTCH,2,698.12," $ 1,396.24 ",20111027
AL,WRENCH BOX,512000WRENCH,3,77.40, $ 232.20 ,20111027
AL,"WRENCH SET,SOCKET  ",5130003575136,2,411.97, $ 823.94 ,20111027
AL,"WRENCH SET,SOCKET  ",5130003575136,1,411.97, $ 411.97 ,20111027
AL,"GRINDING MACHINE,UT",3415005177754,1,230.64, $ 230.64 ,20111027
AL,"HEAT GUN,ELECTRIC  ",4940003571369,3,79.68, $ 239.04 ,20111027
AL,"TOOL KIT,PIONEER PL",5180014674684,3,18200.08," $ 54,600.24 ",20111027
AL,TOOL SET COMMON NO1,4910012388115,1,15234.58," $ 15,234.58 ",20111027
AL,"WRENCH SET,SOCKET  ",5120002041999,1,440.92, $ 440.92 ,20111027
AL,"WRENCH,TORQUE      ",5120002306380,1,89.62, $ 89.62 ,20111027
AL,"WRENCH,TORQUE      ",5120006406365,1,142.02, $ 142.02 ,20111027
AL,"MAT,SLEEPING       ",8465011093369,18,7.31, $ 131.58 ,20111027
AL,"MAT,SLEEPING,SELF-I",8465013936515,53,42.20," $ 2,236.60 ",20111027
AL,"MAT,SLEEPING,SELF-I",8465013936515,69,42.20," $ 2,911.80 ",20111027
AL,"MAT,SLEEPING,SELF-I",8465013936515,62,42.20," $ 2,616.40 ",20111027
AL,"DRILL,ELECTRIC,PORT",5130009017585,1,276.59, $ 276.59 ,20111027
AL,MODULAR SLEEP SYSTE,8465014456274,35,252.32," $ 8,831.20 ",20111027
AL,"CABINET,TOOL,MOBILE",5140010104775,2,403.05, $ 806.10 ,20111027
AL,CART TOOL,5140013862447,2,432.25, $ 864.50 ,20111027
AL,DRILL CORDLESS,513000DRILL,1,106.92, $ 106.92 ,20111027
AL,HAMMER WITH FASTENER KIT,5130PCS9HAMMM,3,100.00, $ 300.00 ,20111027
AL,"HAMMER,ROTARY,ELECT",5130001385552,2,275.12, $ 550.24 ,20111027
AL,"HAMMER,ROTARY,ELECT",5130010680000,2,680.40," $ 1,360.80 ",20111027
AL,"LADDER,SAFETY STEP ",5440011927000,2,110.86, $ 221.72 ,20111027
AL,"PAD,KNEE           ",8415015302350,5,17.42, $ 87.10 ,20111027
AL,"PAD,KNEE           ",8415015302351,5,17.42, $ 87.10 ,20111027
AL,PIONEER KIT,5180015508112,2,10377.00," $ 20,754.00 ",20111027
AL,TELEVISION 32 IN,773000TELEVIS,1,829.96, $ 829.96 ,20111027
AL,"TOOL KIT,BODY AND F",5180007540643,1,1061.48," $ 1,061.48 ",20111027
AL,"TOOL KIT,BODY AND F",5180003577731,1,854.86, $ 854.86 ,20111027
AL,"TOOL KIT,GENERAL ME",5180002096225,2,1466.70," $ 2,933.40 ",20111027
AL,"TOOL KIT,PIONEER,GE",5180005405746,1,31.72, $ 31.72 ,20111027
AL,"TOOL KIT,REPAIRMAN'",5180003577770,1,1943.00," $ 1,943.00 ",20111027
AL,"TOOL KIT,VEHICULAR,",5180013897560,1,3141.00," $ 3,141.00 ",20111027
AL,TOOL SET,5120TOOLSET,4,1.00, $ 4.00 ,20111027
AL,WELDING MACHINE MIG,343100WLEDER,1,3000.00," $ 3,000.00 ",20111027
AL,"WRENCH SET,SOCKET  ",5130003575135,1,206.08, $ 206.08 ,20111027
AL,"BOOTS,COMBAT       ",8430015145152,1,70.16, $ 70.16 ,20111027
AL,"BOOTS,COMBAT       ",8430015145152,1,70.16, $ 70.16 ,20111027
AL,"BOOTS,COMBAT       ",8430015145152,1,70.16, $ 70.16 ,20111027
AL,"BOOTS,HOT WEATHER,J",8430014829966,1,77.83, $ 77.83 ,20111027
AL,"CUTTER,WEED,WHIP   ",3750010047831,1,395.56, $ 395.56 ,20111027
AL,"GOGGLES,INDUSTRIAL ",4240015476218,20,57.29," $ 1,145.80 ",20111027
AL,"GOGGLES,INDUSTRIAL ",4240015476218,20,57.29," $ 1,145.80 ",20111027
AL,"BOOTS,COMBAT       ",8430015145180,1,70.16, $ 70.16 ,20111027
AL,"BOOTS,COMBAT       ",8430015145143,10,75.95, $ 759.50 ,20111027
AL,"PACK,MAIN,MOLLE    ",8465014652289,30,47.56," $ 1,426.80 ",20111027
AL,BOOTS  COMBAT,843000MISCBOO,61,74.00," $ 4,514.00 ",20111027
AL,BOOTS COMBAT,943000MISCBOO,50,74.00," $ 3,700.00 ",20111027
AL,"BOOTS,COMBAT       ",8430015145143,30,75.95," $ 2,278.50 ",20111027
AL,"BOOTS,HOT WEATHER  ",8430015151388,3,68.03, $ 204.09 ,20111027
AL,"BOOTS,HOT WEATHER  ",8430015151996,2,68.03, $ 136.06 ,20111027
AL,CABLE ASSY WELDING ,3431014383489,3,275.00, $ 825.00 ,20111027
AL,"CRANE,FLOOR,PORTABL",3950010070781,1,5342.51," $ 5,342.51 ",20111027
AL,"CREEPER,MECHANIC'S ",4910002516981,1,48.90, $ 48.90 ,20111027
AL,"CUTOFF MACHINE,ABRA",3405012490070,1,261.23, $ 261.23 ,20111027
AL,DRILL,512000DRILL,1,80.00, $ 80.00 ,20111027
AL,DRILL DRIVER ELECTR,5130014484358,1,194.67, $ 194.67 ,20111027
AL,DRILL DRIVER ELECTR,5130014484358,1,194.67, $ 194.67 ,20111027
AL,TELEVISION,7730TELEVISIO,1,799.00, $ 799.00 ,20111027
AL,"TOOL KIT,GENERAL ME",5180001777033,2,1010.86," $ 2,021.72 ",20111027
AL,"INTRENCHING TOOL,HA",5120008785932,15,85.77," $ 1,286.55 ",20111027
AL,INTRENCHING TOOL HA,5120015186126,15,70.00," $ 1,050.00 ",20111027
AL,HEAT GUN ELECTRIC,5133HEATGUN,1,126.53, $ 126.53 ,20111027
AL,"GOGGLES,INDUSTRIAL ",4240015476218,20,55.09," $ 1,101.80 ",20111027
AL,"LANTERN,ELECTRIC   ",6230007962657,5,554.69," $ 2,773.45 ",20111027
AL,"TOOL KIT,ELECTRICAL",5180008769336,5,848.79," $ 4,243.95 ",20111027
AL,"TOOL KIT,ELECTRONIC",5180000645178,1,566.00, $ 566.00 ,20111027
AL,"TOOL KIT,VEHICULAR,",5180011354757,1,6430.00," $ 6,430.00 ",20111027
AL,CAMERA,672001C095425,1,300.00, $ 300.00 ,20111027
AL,CAMERA DIGITAL SONY,672001C042900,1,449.99, $ 449.99 ,20111027
AL,"ALARM,SMOKE,AUTOMAT",6350010379018,1,21.46, $ 21.46 ,20111027
AL,FIBER ROPE ASSEMBLY,4020001339718,4,25.52, $ 102.08 ,20111027
AL,FIBER ROPE ASSEMBLY,4020014688331,2,57.49, $ 114.98 ,20111027
AL,ASSAULT PACK       ,8465015245250,10,86.30, $ 863.00 ,20111028
AL,"FRAME,FIELD PACK   ",8465010738326,10,36.88, $ 368.80 ,20111028
AL,"HAMMER,HAND        ",5120002657462,2,20.81, $ 41.62 ,20111028
AL,RUCKSACK LARGE FIEL,8465015245285,10,79.96, $ 799.60 ,20111028
AL,"TIRE,PNEUMATIC,VEHI",2610013337632,1,422.02, $ 422.02 ,20111028
AL,"MAT,SLEEPING,SELF-I",8465013936515,20,42.20, $ 844.00 ,20111028
AL,"TOOL KIT,SMALL ARMS",5180015068287,1,1943.00," $ 1,943.00 ",20111028
AL,"BAG,DEPLOYMENT,GN  ",8465015196490,9,125.58," $ 1,130.22 ",20111028
AL,"COAT,ALL-WEATHER   ",8405013088706,5,97.40, $ 487.00 ,20111028
AL,FLASHLIGHT         ,6230001616422,6,9.13, $ 54.78 ,20111028
AL,"SAW,CHAIN          ",3695006796914,1,488.84, $ 488.84 ,20111028
AL,FLASHLIGHT         ,6230001616422,20,9.13, $ 182.60 ,20111028
AL,ASSAULT PACK       ,8465015245250,12,90.28," $ 1,083.36 ",20111028
AL,"CARRIER,HYDRATION  ",8465015248362,5,32.15, $ 160.75 ,20111028
AL,"CARRIER,INTRENCHING",8465015248407,9,19.32, $ 173.88 ,20111028
AL,"GOGGLES,SUN,WIND AN",8465013288268,12,23.81, $ 285.72 ,20111028
AL,"INTRENCHING TOOL,HA",5120008785932,9,85.77, $ 771.93 ,20111028
AL,MEDICAL EQUIPMENT S,6545015346129,2,28841.68," $ 57,683.36 ",20111028
AL,"PAD,KNEE           ",8415015302350,9,18.81, $ 169.29 ,20111028
AL,RUCKSACK LARGE FIEL,8465015245285,6,83.64, $ 501.84 ,20111028
AL,FIGHTING LOAD CARRI,8465015250577,6,43.75, $ 262.50 ,20111028
AL,WELDING MACHINE LINCOLN RC MO,343300H942159,1,7041.00," $ 7,041.00 ",20111028
AL,HYDRATION SYSTEM   ,8465015255531,6,53.52, $ 321.12 ,20111028
AL,"MAT,SLEEPING,SELF-I",8465013936515,62,44.39," $ 2,752.18 ",20111028
AL,MODULAR SLEEP SYSTE,8465014456274,60,263.95," $ 15,837.00 ",20111028
AL,INTRENCHING TOOL HA,5120015186126,75,70.00," $ 5,250.00 ",20111028
AL,"LANTERN,ELECTRIC   ",6230007962657,2,554.69," $ 1,109.38 ",20111028
AL,EXPIRED MEDICAL SUPPLIES,651500EXPIRED,1,1000.00," $ 1,000.00 ",20111028
AL,PERSONAL PROTECTIVE KIT  MEDI,831500PPEMD,20,7.67, $ 153.40 ,20111028
AL,FIELD PACK         ,8465010199103,3,45.88, $ 137.64 ,20111028
AL,"GOGGLES,SUN,WIND AN",8465013288268,3,23.81, $ 71.43 ,20111028
AL,"MAT,SLEEPING       ",8465011093369,3,9.02, $ 27.06 ,20111028
AL,MODULAR SLEEP SYSTE,8465014456274,3,263.95, $ 791.85 ,20111028
AL,SLEEPING BAG       ,8465013980687,3,66.08, $ 198.24 ,20111028
AL,"TOOL KIT,ELECTRICAL",5180008769336,1,848.79, $ 848.79 ,20111028
AL,"TOWBAR,MOTOR VEHICL",4910012672912,1,699.66, $ 699.66 ,20111028
AL,INTRENCHING TOOL HA,5120015186126,20,70.00," $ 1,400.00 ",20111028
AL,"PACK,ASSAULT,MOLLE ",8465015157594,25,60.26," $ 1,506.50 ",20111028
AL,PORT A COOL,446000PORTACO,1,1475.51," $ 1,475.51 ",20111028
AL,"LIGHT,MARKER,DISTRE",6230014488340,1,108.55, $ 108.55 ,20111028
AL,"MAT,SLEEPING,SELF-I",8465013936515,30,44.39," $ 1,331.70 ",20111028
AL,"WELDING MACHINE,ARC",3431015035456,1,6251.00," $ 6,251.00 ",20111028
AL,"DRESSING,FIRST AID,",6510001594883,4,3.51, $ 14.04 ,20111028
AL,"SOCKET,SOCKET WRENC",5120010458567,1,2.11, $ 2.11 ,20111028
AL,"WRENCH,BOX         ",5120011160762,4,12.04, $ 48.16 ,20111028
AL,"WRENCH,BOX         ",5120011184063,3,22.80, $ 68.40 ,20111028
AL,WRENCH OPEN END,5120005559368,5,95.85, $ 479.25 ,20111028
AL,"TRACTOR,WHEELED,IND",2420011644916,1,11404.74," $ 11,404.74 ",20111031
AL,"COT,FOLDING        ",7105011543865,42,29.56," $ 1,241.52 ",20111031
AL,EXERCISE BIKE  UPRIGHT,7830DSEXERCIS,1,3000.00," $ 3,000.00 ",20111031
AL,STEPPER STAIR,7830DSSTEPPER,1,1500.00," $ 1,500.00 ",20111031
AL,TREADMILL,783000TREADMI,2,7265.00," $ 14,530.00 ",20111031
AL,"WRENCH,TORQUE,HYDRA",5130004680849,2,30497.56," $ 60,995.12 ",20111031
AL,LAPTOP COMPUTER  RUGGED,7021DSRUGGEDI,2,1315.55," $ 2,631.10 ",20111101
AL,LAPTOP COMPUTER,7021DSLAPTOP2,5,1216.00," $ 6,080.00 ",20111101
AL,"CABINET,TOOL,MOBILE",5140010104775,2,403.05, $ 806.10 ,20111101
AL,"MULTI-TOOL,FOLDING,",5110013946252,25,64.14," $ 1,603.50 ",20111101
AL,"MULTI-TOOL,FOLDING,",5110013946252,25,64.14," $ 1,603.50 ",20111101
AL,COMPUTER GENERAL,702100COMPUTE,1,1184.45," $ 1,184.45 ",20111101
AL,DESKTOP TOWER COMPUTER,702100DESKTOP,2,900.00," $ 1,800.00 ",20111101
AL,"JUMPER CABLE,BATTER",6150004511403,25,34.25, $ 856.25 ,20111101
AL,FIELD PACK         ,8465012865356,8,171.83," $ 1,374.64 ",20111101
AL,"TOURNIQUET,ONE-HAND",6515015047030,100,1.32, $ 132.00 ,20111101
AL,MODULAR SLEEP SYSTE,8465014456274,9,263.95," $ 2,375.55 ",20111101
AL,"CLEANER,VACUUM,ELEC",7910002671206,1,1020.80," $ 1,020.80 ",20111101
AL,FIGHTING POSITION O,5450014302081,2,393.21, $ 786.42 ,20111101
AL,"TOOL KIT,GENERAL ME",5180013044289,1,16321.00," $ 16,321.00 ",20111101
AL,"CLEANER,VACUUM,ELEC",7910002671206,3,1020.80," $ 3,062.40 ",20111101
AL,"BAG,PLASTIC        ",8105011203375,3,18.19, $ 54.57 ,20111101
AL,"WELDING MACHINE,ARC",3431015658079,1,6984.00," $ 6,984.00 ",20111102
AL,CPCVX CONEX BOX,967000BOX,1,500.00, $ 500.00 ,20111102
AL,HAMMER DRILL,513000DRILL,1,59.97, $ 59.97 ,20111102
AL,ROLLAWAY 10 DRAWER,514000TOOLBOX,1,1387.52," $ 1,387.52 ",20111102
AL,ROLLAWAY 11 DRAWER,514000TOOLBOX,1,1387.52," $ 1,387.52 ",20111102
AL,ROLLAWAY 13 DRAWER,514000TOOLBOX,1,2184.00," $ 2,184.00 ",20111102
AL,ROLLAWAY 14 DRAWER,514000TOOLBOX,1,3242.25," $ 3,242.25 ",20111102
AL,ROLLAWAY 15 DRAWER,514000TOOLBOX,1,2184.00," $ 2,184.00 ",20111102
AL,ROLLAWAY PROTO,5140ROLLAWAY,1,1067.51," $ 1,067.51 ",20111102
AL,ROLLAWAY TOOL BOX,514000ROLAWAY,1,1422.63," $ 1,422.63 ",20111102
AL,TABLE SAW 10 IN 15AMP,322000TABLESA,1,442.00, $ 442.00 ,20111102
AL,TOP CHEST  10 DRAWERS,514000TOOLBOX,1,3080.00," $ 3,080.00 ",20111102
AL,TOP CHEST  10 DRAWERS,514000TOOLBOX,1,3080.00," $ 3,080.00 ",20111102
AL,TOP CHEST  10 DRAWERS,514000TOOLBOX,1,3080.00," $ 3,080.00 ",20111102
AL,TOP CHEST  10 DRAWERS,514000TOOLBOX,1,3080.00," $ 3,080.00 ",20111102
AL,TOP CHEST  10 DRAWERS,514000TOOLBOX,1,3080.00," $ 3,080.00 ",20111102
AL,VACU CUTOFF SAW KIT,4130014640047,1,1328.59," $ 1,328.59 ",20111102
AL,VACU-DRILL         ,4130014591460,1,1221.32," $ 1,221.32 ",20111102
AL,VACU-DRUM SANDER KI,4130014605366,1,845.73, $ 845.73 ,20111102
AL,"WRENCH SET,SOCKET  ",5130003575136,2,411.97, $ 823.94 ,20111102
AL,"WRENCH SET,SOCKET  ",5130003575135,1,206.08, $ 206.08 ,20111102
AL,"WRENCH,IMPACT,ELECT",5130010876840,1,1170.24," $ 1,170.24 ",20111102
AL,"TRUCK,CARGO        ",2320011644815,1,5000.00," $ 5,000.00 ",20111102
AL,"TRUCK,CARGO        ",2320010502084,1,70613.00," $ 70,613.00 ",20111102
AL,LEG PRESS,7830DSLEGPRES,1,2500.00," $ 2,500.00 ",20111102
AL,MACHINE INCLINE PRESS,783000EXERCIS,1,2031.00," $ 2,031.00 ",20111102
AL,MACHINE  ARM CURL,783000EXERISE,1,1886.00," $ 1,886.00 ",20111102
AL,MACHINE  HIP ABD AND ADD,783000EXERCIS,1,2094.00," $ 2,094.00 ",20111102
AL,MACHINE  LAT PULL DOWN,783000EXERCIS,1,2094.00," $ 2,094.00 ",20111102
AL,MACHINE  LEG EXTENSION,783000EXERCIS,1,1866.00," $ 1,866.00 ",20111102
AL,MACHINE  LOWER BACK,783000EXERCIS,1,2031.00," $ 2,031.00 ",20111102
AL,MACHINE  TRICEP EXTENSION,783000EXERCIS,1,1929.00," $ 1,929.00 ",20111102
AL,"DISK,ABRASIVE      ",5345001961698,10,59.44, $ 594.40 ,20111102
AL,"DISK,ABRASIVE      ",5345001961696,10,20.09, $ 200.90 ,20111102
AL,FLAPWHEELS 2 1 2 X 1 2 80 GRI,512000FLAPWHE,10,6.51, $ 65.10 ,20111102
AL,"GRINDER,ANGULAR    ",4130014833942,3,1008.74," $ 3,026.22 ",20111102
AL,"GRINDER,ANGULAR    ",4130014833946,3,943.12," $ 2,829.36 ",20111102
